imagen_id,folder_real,prediccion_llm,descripcion_sintomas_censurada,vecino_1,vecino_2,vecino_3,metadata_vecino_1,metadata_vecino_2,metadata_vecino_3,justificacion_final_llm
fe_43.jpg,iron,healthy,"The leaf is primarily yellow with a gradient to light green at the edges, featuring smooth textures and a wavy shape.","One single leaf depicted in vivid detail, emphasizing its singular beauty."""",,","One single leaf depicted in vivid detail, emphasizing its singular beauty."""",,","One single leaf depicted in vivid detail, emphasizing its singular beauty."""",,",1,1,1,All descriptions emphasize singular beauty without any mention of abnormalities or deficiencies.
fe_46.jpg,iron,healthy,"The leaf is light green with smooth, glossy texture and prominent, parallel veins running along its length.","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,",healthy,healthy,healthy,All descriptions confirm the leaf is perfectly healthy and free from any damage.
b_71.jpg,boron,manganese,"The leaf is elongated and curved, displaying a gradient from light green at the tip to darker green at the base, with smooth edges.",Leaf showing a complex array of symptoms due to multiple concurrent plant diseases.,Leaf showing a complex array of symptoms due to multiple concurrent plant diseases.,Leaf showing a complex array of symptoms due to multiple concurrent plant diseases.,complex,complex,complex,"Symptoms indicate multiple diseases, suggesting nutrient deficiencies, likely manganese."
b_126.jpg,boron,healthy,"The leaf displays a gradient of green hues, with smooth textures and a wavy edge, featuring subtle light and dark variations along its length.","Seven distinct leaves, aligned in an organic spectrum of green shades."""",,","Seven distinct leaves, aligned in an organic spectrum of green shades."""",,","Seven distinct leaves, aligned in an organic spectrum of green shades."""",,",7,7,7,"All descriptions indicate vibrant, distinct leaves without any signs of damage or stress."
b_121.jpg,boron,healthy,"The leaf is predominantly green with a smooth texture, featuring a light green area and a curved, elongated shape.","Seven distinct leaves, aligned in an organic spectrum of green shades."""",,","Seven distinct leaves, aligned in an organic spectrum of green shades."""",,","Seven distinct leaves, aligned in an organic spectrum of green shades."""",,",7,7,7,"All descriptions indicate vibrant, distinct leaves without any signs of damage or stress."
b_162.jpg,boron,healthy,"The leaf displays vibrant green hues with smooth, glossy textures, gently curved shapes, and subtle variations in color intensity along its surface.","Seven distinct leaves, aligned in an organic spectrum of green shades."""",,","Seven distinct leaves, aligned in an organic spectrum of green shades."""",,","Seven distinct leaves, aligned in an organic spectrum of green shades."""",,",7,7,7,"All descriptions indicate vibrant, distinct leaves without any signs of damage or stress."
b_150.jpg,boron,healthy,"The leaf is predominantly green with smooth texture, featuring brown dry edges and some irregular tears along the margins.","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,",healthy,healthy,healthy,All descriptions unanimously indicate the leaf is perfectly healthy and free from any damage.
b_10.jpg,boron,healthy,"The leaf is bright yellow with smooth, glossy surfaces and a curved shape, featuring a spiral twist and a pointed tip.","A collection of six vibrant leaves, showcasing the diversity of natureâs palette."""",,","A collection of six vibrant leaves, showcasing the diversity of natureâs palette."""",,","A collection of six vibrant leaves, showcasing the diversity of natureâs palette."""",,",6,6,6,All context indicates vibrant leaves without any mention of abnormalities or deficiencies.
b_26.jpg,boron,manganese,"The leaf is bright green with smooth, elongated shapes, featuring several large holes and dark brown spots along the edges.","Leaf exhibiting classic symptoms of Rust, with pustules that are orange or brown in color."""",,","Leaf exhibiting classic symptoms of Rust, with pustules that are orange or brown in color."""",,","Leaf exhibiting classic symptoms of Rust, with pustules that are orange or brown in color."""",,",rust,rust,rust,"Symptoms of rust indicate potential nutrient deficiency, likely manganese."
b_73.jpg,boron,manganese,"The leaf displays a gradient of light green to pale yellow, with smooth textures and a wavy edge. There are irregular brown patches.",Leaf showing a complex array of symptoms due to multiple concurrent plant diseases.,Leaf showing a complex array of symptoms due to multiple concurrent plant diseases.,Leaf showing a complex array of symptoms due to multiple concurrent plant diseases.,complex,complex,complex,"Symptoms indicate multiple diseases affecting leaf health, suggesting manganese deficiency."
b_68.jpg,boron,manganese,"The leaf is predominantly green with smooth, elongated shapes, featuring yellowish-brown spots and slightly curled edges.","Leaf exhibiting classic symptoms of Rust, with pustules that are orange or brown in color."""",,","Leaf exhibiting classic symptoms of Rust, with pustules that are orange or brown in color."""",,","Leaf exhibiting classic symptoms of Rust, with pustules that are orange or brown in color."""",,",rust,rust,rust,"Symptoms of rust indicate potential nutrient deficiency, likely manganese."
b_64.jpg,boron,healthy,"The leaf is bright green with smooth, elongated shapes, featuring subtle curves and a slight sheen. No distinct patterns or spots are visible.","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,",healthy,healthy,healthy,All descriptions confirm the leaf is perfectly healthy and free from any damage.
mg_170.jpg,magnesium,healthy,"The leaf displays vibrant green colors with smooth textures, prominent parallel veins, and a slight curl at the edges.","Seven distinct leaves, aligned in an organic spectrum of green shades."""",,","Seven distinct leaves, aligned in an organic spectrum of green shades."""",,","Seven distinct leaves, aligned in an organic spectrum of green shades."""",,",7,7,7,"All descriptions indicate vibrant, distinct leaves without any signs of damage or stress."
mg_286.jpg,magnesium,healthy,"The leaf is bright green with smooth, elongated shapes, featuring prominent veins and slight ripples along the edges.","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,",healthy,healthy,healthy,All descriptions unanimously indicate the leaf is perfectly healthy and free from any damage.
mg_176.jpg,magnesium,healthy,"The leaf displays vibrant green hues with smooth, glossy textures, gently curved edges, and prominent, parallel veins running along its surface.","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,",healthy,healthy,healthy,All descriptions confirm the leaf is perfectly healthy and free from any damage.
mg_287.jpg,magnesium,healthy,"The leaf is bright green with smooth texture, featuring yellow spots and brown dry edges, along with a wavy shape and visible veins.","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,",healthy,healthy,healthy,All descriptions unanimously indicate the leaf is perfectly healthy and free from any damage.
mg_103.jpg,magnesium,healthy,"Bright green leaf with a smooth texture, featuring a wavy edge and small brown spots near the tip.","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,",healthy,healthy,healthy,All descriptions confirm the leaf is perfectly healthy and free from any damage.
mg_215.jpg,magnesium,healthy,"The leaf is bright green with smooth texture, featuring a slight curve and faint vertical lines. The edges are slightly wavy.","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,",healthy,healthy,healthy,All descriptions confirm the leaf is perfectly healthy and free from any damage.
mg_232.jpg,magnesium,healthy,"The leaf is primarily green with a smooth texture, featuring a prominent central vein and slightly wavy edges.","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,",healthy,healthy,healthy,All descriptions confirm the leaf is perfectly healthy and free from any damage.
mg_149.jpg,magnesium,manganese,"The leaf is predominantly green with a smooth texture, featuring dark brown spots and some yellowish areas along the edges and between the veins.","Leaf exhibiting classic symptoms of Rust, with pustules that are orange or brown in color."""",,","Leaf exhibiting classic symptoms of Rust, with pustules that are orange or brown in color."""",,","Leaf exhibiting classic symptoms of Rust, with pustules that are orange or brown in color."""",,",rust,rust,rust,"Symptoms of rust indicate potential nutrient deficiency, likely manganese."
mg_56.jpg,magnesium,healthy,"The leaf is bright green with smooth, glossy texture, featuring prominent veins and a slightly curled edge.","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,","A perfectly healthy leaf, vibrant and green with no signs of disease or damage."""",,",healthy,healthy,healthy,All descriptions confirm the leaf is perfectly healthy and free from any damage.
mg_128.jpg,magnesium,manganese,The leaf is primarily bright green with dark brown streaks along the edges and faint yellow spots between the veins. The texture is smooth.,"Leaf exhibiting classic symptoms of Rust, with pustules that are orange or brown in color."""",,","Leaf exhibiting classic symptoms of Rust, with pustules that are orange or brown in color."""",,","Leaf exhibiting classic symptoms of Rust, with pustules that are orange or brown in color."""",,",rust,rust,rust,"Symptoms of rust indicate potential nutrient deficiency, likely manganese."
